"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","COMMENTS","INCHI_KEY"
"[O-][N+](=O)C1=CN=CC=C1","2530-26-9","R430163","M9228","-","178","3-Nitropyridine","-","Koerner","Koerner","A3633","-","479","5","1.18","Log unit","1.18","Log unit","n1cc([N+](=O)[O-])ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","-","QLILRKBRWXALIE-UHFFFAOYSA"
"OC1=CN=CC=C1","109-00-2","R430164","M3450","-","179","3-hydroxypyridine","-","Koerner","Koerner","A3633","-","479","5","4.8","Log unit","4.8","Log unit","n1cc(ccc1)O","","-","","","-","pyridine (meta/para)","20.0","?C","-","GRFNBEZIAWKNCO-UHFFFAOYSA"
"COC1=CN=CC=C1","7295-76-3","R430165","M31827","-","180","3-METHYOXYPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","4.91","Log unit","4.91","Log unit","n1cc(ccc1)OC","","-","","","-","pyridine (meta/para)","25.0","?C","-","UMJSCPRVCHMLSP-UHFFFAOYSA"
"CCN1CCOCC1","100-74-3","R430166","M18335","-","102","4-ETHYLMORPHOLINE","-","Koerner","Koerner","A3633","-","478","4","7.67","Log unit","7.67","Log unit","N1(CCOCC1)CC","","-","","","-","amine (tertiary)","15.0","?C","-","HVCNXQOWACZAFN-UHFFFAOYSA"
"C[C@@H](CN1C[C@H](C)O[C@H](C)C1)CC1=CC=C(C=C1)C(C)(C)C","67564-91-4","R430167","M132214","-","103","Fenpropimorph","-","Koerner","Koerner","A3633","-","478","4","6.98","Log unit","6.98","Log unit","N1(CC(OC(C1)C)C)CC(Cc1ccc(cc1)C(C)(C)C)C","","-","","","-","amine (tertiary)","20.0","?C","-","RYAUSSKQMZRMAI-ZACQAIPSSA"
"CCN(C)C","598-56-1","R430168","M1807","-","104","ETHYL DIMETHYLAMINE","-","Koerner","Koerner","A3633","-","478","4","10.16","Log unit","10.16","Log unit","N(CC)(C)C","","-","","","-","amine (tertiary)","20.0","?C","-","DAZXVJBJRMWXJP-UHFFFAOYSA"
"CCCCN(C)C","927-62-8","R430169","M1999","-","105","Dimethylbutylamine","-","Koerner","Koerner","A3633","-","478","4","10.19","Log unit","10.19","Log unit","N(CCCC)(C)C","","-","","","-","amine (tertiary)","20.0","?C","-","DJEQZVQFEPKLOY-UHFFFAOYSA"
"CN1CCOCC1","109-02-4","R430170","M10411","-","106","n-methylmorpholine","-","Koerner","Koerner","A3633","-","478","4","7.38","Log unit","7.38","Log unit","N1(CCOCC1)C","","-","","","-","amine (tertiary)","25.0","?C","-","SJRJJKPEHAURKC-UHFFFAOYSA"
"CN(C)CC1=CN=CC=C1","2055-21-2","R430171","M26214","-","107","N,N-DIMETHYL-3-PYRIDYLMETHYLAMINE","-","Koerner","Koerner","A3633","-","478","4","8.0","Log unit","8.0","Log unit","N(Cc1cnccc1)(C)C","","-","","","-","amine (tertiary)","25.0","?C","-","SLZCOYDOFRTTHF-UHFFFAOYSA"
"C=CCN(CC=C)CC=C","102-70-5","R430172","M18424","-","108","2-Propen-1-amine, N,N-di-2-propenyl-","-","Koerner","Koerner","A3633","-","478","4","8.31","Log unit","8.31","Log unit","N(CC=C)(CC=C)CC=C","","-","","","-","amine (tertiary)","25.0","?C","-","VPYJNCGUESNPMV-UHFFFAOYSA"
"CN(C)CCC1=CC=CC=N1","6304-27-4","R430173","M2988","-","109","2-PYRIDINEETHANAMINE, N,N-DIMETHYL-","-","Koerner","Koerner","A3633","-","478","4","8.75","Log unit","8.75","Log unit","N(CCc1ncccc1)(C)C","","-","","","-","amine (tertiary)","25.0","?C","-","FXHJGPDCPMCUKW-UHFFFAOYSA"
"C(CC1=CN=CC=C1)N1CCCCC1","13450-66-3","R430174","M32949","-","110","3-PYRIDYLETHYL-2-N-PIPERIDINE","-","Koerner","Koerner","A3633","-","478","4","8.81","Log unit","8.81","Log unit","N1(CCCCC1)CCc1cnccc1","","-","","","-","amine (tertiary)","25.0","?C","-","CUYAYRDAKAKHLZ-UHFFFAOYSA"
"CN(C)CCC1=CN=CC=C1","20173-26-6","R430175","M34924","-","111","N,N-DIME-2-(3-PYRIDYL)ETHYLAMINE","-","Koerner","Koerner","A3633","-","478","4","8.86","Log unit","8.86","Log unit","N(CCc1cnccc1)(C)C","","-","","","-","amine (tertiary)","25.0","?C","-","DZOSVKUXMNMXTK-UHFFFAOYSA"
"CN(C)CC1=CC=CC=C1","103-83-3","R430176","M13295","-","112","N,N-DIMETHYLBENZYLAMINE","-","Koerner","Koerner","A3633","-","478","4","8.91","Log unit","8.91","Log unit","N(Cc1ccccc1)(C)C","","-","","","-","amine (tertiary)","25.0","?C","-","XXBDWLFCJWSEKW-UHFFFAOYSA"
"CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1","76-99-3","R430177","M108642","-","113","Methadone","-","Koerner","Koerner","A3633","-","478","4","8.94","Log unit","8.94","Log unit","N(C(CC(c1ccccc1)(c1ccccc1)C(=O)CC)C)(C)C","","-","","","-","amine (tertiary)","25.0","?C","-","USSIQXCVUWKGNF-QGZVFWFLSA"
"CN(C)CC[C@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1","132-22-9","R430178","M132215","-","114","Chlorpheniramine","-","Koerner","Koerner","A3633","-","478","4","9.13","Log unit","9.13","Log unit","N(CCC(c1ccc(Cl)cc1)c1ncccc1)(C)C","","-","","","-","amine (tertiary)","25.0","?C","-","SOYKEARSMXGVTM-OAHLLOKOSA"
"C(CC1=CN=CC=C1)N1CCCC1","20173-28-8","R430179","M34925","-","115","3-PYRIDYLETHYL-2-(N-PYRROLIDINE)","-","Koerner","Koerner","A3633","-","478","4","9.28","Log unit","9.28","Log unit","N1(CCCC1)CCc1cnccc1","","-","","","-","amine (tertiary)","25.0","?C","-","YWULZWMGJASRBS-UHFFFAOYSA"
"CN1CCCCC1","626-67-5","R430180","M8397","-","116","n-methylpiperidine","-","Koerner","Koerner","A3633","-","478","4","10.08","Log unit","10.08","Log unit","N1(CCCCC1)C","","-","","","-","amine (tertiary)","25.0","?C","-","PAMIQIKDUOTOBW-UHFFFAOYSA"
"CN1CCCC1","120-94-5","R430181","M19070","-","117","1-METHYL-PYRROLIDINE","-","Koerner","Koerner","A3633","-","478","4","10.32","Log unit","10.32","Log unit","N1(CCCC1)C","","-","","","-","amine (tertiary)","25.0","?C","-","AVFZOVWCLRSYKC-UHFFFAOYSA"
"CCN(CC)CC","121-44-8","R430182","M14208","-","118","triethylamine","-","Koerner","Koerner","A3633","-","478","4","10.78","Log unit","10.78","Log unit","N(CC)(CC)CC","","-","","","-","amine (tertiary)","25.0","?C","-","ZMANZCXQSJIPKH-UHFFFAOYSA"
"CCCN1CCCCC1","5470-02-0","R430183","M30391","-","119","1-PROPYLPIPERIDINE","-","Koerner","Koerner","A3633","-","478","4","10.41","Log unit","10.41","Log unit","N1(CCCCC1)CCC","","-","","","-","amine (tertiary)","27.0","?C","-","VTDIWMPYBAVEDY-UHFFFAOYSA"
"CN1C(C)(C)CCCC1(C)C","79-55-0","R430184","M17570","-","120","Piperidine, 1,2,2,6,6-pentamethyl-","-","Koerner","Koerner","A3633","-","478","4","11.25","Log unit","11.25","Log unit","N1(C(CCCC1(C)C)(C)C)C","","-","","","-","amine (tertiary)","30.0","?C","-","XULIXFLCVXWHRF-UHFFFAOYSA"
"CN1CCC[C@H]1C1=CN=CC=C1","54-11-5","R430185","M10502","-","121","Nicotine","-","Koerner","Koerner","A3633","-","478","4","8.18","Log unit","8.18","Log unit","N1(C(CCC1)c1cnccc1)C","","-","","","-","amine (tertiary)","","-","-","SNICXCGAKADSCV-JTQLQIEISA"
"CCN(CCCl)CCCl","538-07-8","R430186","M21423","-","122","BIS(2-CHLOROETHYL)ETHYLAMINE","-","Koerner","Koerner","A3633","-","478","4","6.57","Log unit","6.57","Log unit","N(CCCl)(CCCl)CC","","-","","","-","amine (tertiary)","","-","-","UQZPGHOJMQTOHB-UHFFFAOYSA"
"COC(=O)C1=CCCN(C)C1","63-75-2","R430187","M3859","-","123","arecoline","-","Koerner","Koerner","A3633","-","478","4","7.16","Log unit","7.16","Log unit","N1(CCC=C(C1)C(=O)OC)C","","-","","","-","amine (tertiary)","","-","-","HJJPJSXJAXAIPN-UHFFFAOYSA"
"CC(C)C1=C(OCCN(C)C)C=C(C)C=C1","91-46-3","R430188","M17976","-","124","ETHANAMINE, N,N-DIMETHYL-2-[5-METHYL-2-(1-METHYL","-","Koerner","Koerner","A3633","-","478","4","8.66","Log unit","8.66","Log unit","N(CCOc1c(ccc(c1)C)C(C)C)(C)C","","-","","","-","amine (tertiary)","","-","-","MZPZTGNMUWMDBQ-UHFFFAOYSA"
"CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1","54-32-0","R430189","M17068","-","125","MOXISYLYTE","-","Koerner","Koerner","A3633","-","478","4","8.72","Log unit","8.72","Log unit","N(CCOc1c(cc(c(c1)C)OC(=O)C)C(C)C)(C)C","","-","","","-","amine (tertiary)","","-","-","VRYMTAVOXVTQEF-UHFFFAOYSA"
"C[C@@H]1CCCCN1CCCOC(=O)C1=CC(Cl)=C(Cl)C=C1","3478-94-2","R430190","M132220","-","126","PIPERALIN","-","Koerner","Koerner","A3633","-","478","4","8.9","Log unit","8.9","Log unit","N1(CCCOC(=O)c2ccc(c(Cl)c2)Cl)C(CCCC1)C","","-","","","-","amine (tertiary)","","-","-","BZGLBXYQOMFXAU-GFCCVEGCSA"
"CN(C)CCO[C@H](C1=CC=CC=C1)C1=C(C)C=CC=C1","83-98-7","R430191","M119848","-","127","Orphenadrine","-","Koerner","Koerner","A3633","-","478","4","8.91","Log unit","8.91","Log unit","N(CCOC(c1c(cccc1)C)c1ccccc1)(C)C","","-","","","-","amine (tertiary)","","-","-","QVYRGXJJSLMXQH-GOSISDBHSA"
"CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1","58-73-1","R430192","M14542","-","128","diphenhydramine","-","Koerner","Koerner","A3633","-","478","4","8.98","Log unit","8.98","Log unit","N(CCOC(c1ccccc1)c1ccccc1)(C)C","","-","","","-","amine (tertiary)","","-","-","ZZVUWRFHKOJYTH-UHFFFAOYSA"
"CN(C)C","75-50-3","R430193","M3145","-","129","trimethylamine","-","Koerner","Koerner","A3633","-","478","4","9.801","Log unit","9.801","Log unit","N(C)(C)C","","-","","","-","amine (tertiary)","","-","-","GETQZCLCWQTVFV-UHFFFAOYSA"
"C[C@@H](CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C","67306-00-7","R430194","M132221","-","130","Fenpropidin","-","Koerner","Koerner","A3633","-","478","4","10.1","Log unit","10.1","Log unit","N1(CCCCC1)CC(Cc1ccc(cc1)C(C)(C)C)C","","-","","","-","amine (tertiary)","","-","-","MGNFYQILYYYUBS-MRXNPFEDSA"
"CCCN(CCC)CCC","102-69-2","R430195","M13501","-","131","tripropylamine","-","Koerner","Koerner","A3633","-","478","4","10.65","Log unit","10.65","Log unit","N(CCC)(CCC)CCC","","-","","","-","amine (tertiary)","","-","-","YFTHZRPMJXBUME-UHFFFAOYSA"
"CCCCN(CCCC)CCCC","102-82-9","R430196","M4483","-","132","TRI N-BUTYLAMINE","-","Koerner","Koerner","A3633","-","478","4","10.89","Log unit","10.89","Log unit","N(CCCC)(CCCC)CCCC","","-","","","-","amine (tertiary)","","-","-","IMFACGCPASFAPR-UHFFFAOYSA"
"CNCCC1=CC=CC=C1","589-08-2","R430197","M10215","-","79","Benzeneethanamine, N-methyl-","-","Koerner","Koerner","A3633","-","477","3","10.08","Log unit","10.08","Log unit","N(CCc1ccccc1)C","","-","","","-","amine (secondary)","20.0","?C","-","SASNBVQSOZSTPD-UHFFFAOYSA"
"CCNCC","109-89-7","R430198","M3990","-","80","Diethylamine","-","Koerner","Koerner","A3633","-","477","3","11.09","Log unit","11.09","Log unit","N(CC)CC","","-","","","-","amine (secondary)","20.0","?C","-","HPNMFZURTQLUMO-UHFFFAOYSA"
"C1CCNCC1","110-89-4","R430199","M7529","-","81","piperidine","-","Koerner","Koerner","A3633","-","477","3","11.28","Log unit","11.28","Log unit","N1CCCCC1","","-","","","-","amine (secondary)","20.0","?C","-","NQRYJNQNLNOLGT-UHFFFAOYSA"
"CCCCNCCCC","111-92-2","R430200","M5214","-","82","DIBUTYLAMINE","-","Koerner","Koerner","A3633","-","477","3","11.39","Log unit","11.39","Log unit","N(CCCC)CCCC","","-","","","-","amine (secondary)","21.0","?C","-","JQVDAXLFBXTEQA-UHFFFAOYSA"
"C1COCCN1","110-91-8","R430201","M13655","-","83","morpholine","-","Koerner","Koerner","A3633","-","477","3","8.492","Log unit","8.492","Log unit","N1CCOCC1","","-","","","-","amine (secondary)","25.0","?C","-","YNAVUWVOSKDBBP-UHFFFAOYSA"
"C=CCNCC=C","124-02-7","R430202","M2392","-","84","diallylamine","-","Koerner","Koerner","A3633","-","477","3","9.29","Log unit","9.29","Log unit","N(CC=C)CC=C","","-","","","-","amine (secondary)","25.0","?C","-","DYUWTXWIYMHBQS-UHFFFAOYSA"
"CNCC1=CC=CC=C1","103-67-3","R430203","M9764","-","85","N-Methylbenzylamine","-","Koerner","Koerner","A3633","-","477","3","9.54","Log unit","9.54","Log unit","N(Cc1ccccc1)C","","-","","","-","amine (secondary)","25.0","?C","-","RIWRFSMVIUAEBX-UHFFFAOYSA"
"CCNCC1=CC=CC=C1","14321-27-8","R430204","M33276","-","86","BENZENEMETHANAMINE, N-ETHYL-","-","Koerner","Koerner","A3633","-","477","3","9.64","Log unit","9.64","Log unit","N(CC)Cc1ccccc1","","-","","","-","amine (secondary)","25.0","?C","-","HVAAHUDGWQAAOJ-UHFFFAOYSA"
"CNC[C@H](C)C1=CC=CC=C1","93-88-9","R430205","M740494","-","87","BENZENEETHANAMINE, N,b-DIMETHYL-","-","Koerner","Koerner","A3633","-","477","3","9.87","Log unit","9.87","Log unit","N(CC(c1ccccc1)C)C","","-","","","-","amine (secondary)","25.0","?C","-","AUFSOOYCQYDGES-VIFPVBQESA"
"CN[C@H](C)CC1=CC=CC=C1","537-46-2","R430206","M85046","-","88","methamphetamine","-","Koerner","Koerner","A3633","-","477","3","9.87","Log unit","9.87","Log unit","N(C(Cc1ccccc1)C)C","","-","","","-","amine (secondary)","25.0","?C","-","MYWUZJCMWCOHBA-SECBINFHSA"
"CCCCNC","110-68-9","R430207","M9020","-","89","Methylbutylamine","-","Koerner","Koerner","A3633","-","477","3","10.9","Log unit","10.9","Log unit","N(CCCC)C","","-","","","-","amine (secondary)","25.0","?C","-","QCOGKXLOEWLIDC-UHFFFAOYSA"
"CCCNCCC","142-84-7","R430208","M12204","-","90","dipropylamine","-","Koerner","Koerner","A3633","-","477","3","11.0","Log unit","11.0","Log unit","N(CCC)CCC","","-","","","-","amine (secondary)","25.0","?C","-","WEHWNAOGRSTTBQ-UHFFFAOYSA"
"C1CCCNCC1","111-49-9","R430209","M18772","-","91","HEXAMETHYLENEIMINE","-","Koerner","Koerner","A3633","-","477","3","11.07","Log unit","11.07","Log unit","N1CCCCCC1","","-","","","-","amine (secondary)","25.0","?C","-","ZSIQJIWKELUFRJ-UHFFFAOYSA"
"CC(C)NC(C)C","108-18-9","R430210","M18646","-","92","DIISOPROPYLAMINE","-","Koerner","Koerner","A3633","-","477","3","11.07","Log unit","11.07","Log unit","N(C(C)C)C(C)C","","-","","","-","amine (secondary)","25.0","?C","-","UAOMVDZJSHZZME-UHFFFAOYSA"
"CC1(C)CCCC(C)(C)N1","768-66-1","R430211","M23589","-","93","PIPERIDINE, 2,2,6,6-TETRAMETHYL-","-","Koerner","Koerner","A3633","-","477","3","11.07","Log unit","11.07","Log unit","N1C(CCCC1(C)C)(C)C","","-","","","-","amine (secondary)","25.0","?C","-","RKMGAJGJIURJSJ-UHFFFAOYSA"
"C[C@@H]1CCCCN1","109-05-7","R430212","M124450","-","94","2-METHYLPIPERIDINE","-","Koerner","Koerner","A3633","-","477","3","11.08","Log unit","11.08","Log unit","N1C(CCCC1)C","","-","","","-","amine (secondary)","25.0","?C","-","NNWUEBIEOFQMSS-ZCFIWIBFSA"
"C1CNC1","503-29-7","R430213","M20990","-","95","AZETIDINE","-","Koerner","Koerner","A3633","-","477","3","11.29","Log unit","11.29","Log unit","N1CCC1","","-","","","-","amine (secondary)","25.0","?C","-","HONIICLYMWZJFZ-UHFFFAOYSA"
"C1CCNC1","123-75-1","R430214","M10105","-","96","pyrrolidine","-","Koerner","Koerner","A3633","-","477","3","11.31","Log unit","11.31","Log unit","N1CCCC1","","-","","","-","amine (secondary)","25.0","?C","-","RWRDLPDLKQPQOW-UHFFFAOYSA"
"C1CC[C@H](NC1)C1=CN=CC=C1","494-52-0","R430215","M7018","-","97","Anabasine","-","Koerner","Koerner","A3633","-","477","3","8.7","Log unit","8.7","Log unit","N1C(CCCC1)c1cnccc1","","-","","","-","amine (secondary)","30.0","?C","-","MTXSIJUGVMTTMU-JTQLQIEISA"
"C1CN[C@@H](C1)C1=CC=CC=C1","1006-64-0","R430216","M132219","-","98","PYRROLIDINE, 2-PHENYL-","-","Koerner","Koerner","A3633","-","477","3","9.4","Log unit","9.4","Log unit","N1C(CCC1)c1ccccc1","","-","","","-","amine (secondary)","","-","-","JUTDHSGANMHVIC-JTQLQIEISA"
"CNC","124-40-3","R430217","M19196","-","99","DIMETHYLAMINE","-","Koerner","Koerner","A3633","-","477","3","10.73","Log unit","10.73","Log unit","N(C)C","","-","","","-","amine (secondary)","","-","-","ROSDSFDQCJNGOL-UHFFFAOYSA"
"CCC[C@@H]1CCCCN1","458-88-8","R430218","M132222","-","100","2-Propylpiperidine","-","Koerner","Koerner","A3633","-","477","3","11.0","Log unit","11.0","Log unit","N1C(CCCC1)CCC","","-","","","-","amine (secondary)","","-","-","NDNUANOUGZGEPO-MRVPVSSYSA"
"C1CCC(CC1)NC1CCCCC1","101-83-7","R430219","M18386","-","101","DICYCLOHEXYLAMINE","-","Koerner","Koerner","A3633","-","477","3","10.4","Log unit","10.4","Log unit","N(C1CCCCC1)C1CCCCC1","","-","","","-","amine (secondary)","","-","-","XBPCUCUWBYBCDP-UHFFFAOYSA"
"N[C@H]1CCC2=C(C1)C=CC=C2","2954-50-9","R430220","M132213","-","56","2-NAPHTHALENAMINE, 1,2,3,4-TETRAHYDRO-","-","Koerner","Koerner","A3633","-","476","2","9.93","Log unit","9.93","Log unit","NC1CCc2c(cccc2)C1","","-","","","-","amine (primary)","17.0","?C","-","LCGFVWKNXLRFIF-JTQLQIEISA"
"NCCC1=CC=CC=C1","64-04-0","R430221","M764","-","57","2-phenylethylamine","-","Koerner","Koerner","A3633","-","476","2","9.96","Log unit","9.96","Log unit","NCCc1ccccc1","","-","","","-","amine (primary)","19.0","?C","-","BHHGXPLMPWCGHP-UHFFFAOYSA"
"C[C@@H](N)CC1=CC=CC=C1","156-34-3","R430222","M65915","-","58","BENZENEETHANAMINE, A-METHYL-, (R)-","-","Koerner","Koerner","A3633","-","476","2","10.13","Log unit","10.13","Log unit","NC(Cc1ccccc1)C","","-","","","-","amine (primary)","20.0","?C","-","KWTSXDURSIMDCE-MRVPVSSYSA"
"CCCN","107-10-8","R430223","M12277","-","59","Propylamine","-","Koerner","Koerner","A3633","-","476","2","10.708","Log unit","10.708","Log unit","NCCC","","-","","","-","amine (primary)","20.0","?C","-","WGYKZJWCGVVSQN-UHFFFAOYSA"
"CCCCN","109-73-9","R430224","M3999","-","60","n-Butylamine","-","Koerner","Koerner","A3633","-","476","2","10.777","Log unit","10.777","Log unit","NCCCC","","-","","","-","amine (primary)","20.0","?C","-","HQABUPZFAYXKJW-UHFFFAOYSA"
"CCN","75-04-7","R430225","M9452","-","61","Ethylamine","-","Koerner","Koerner","A3633","-","476","2","10.87","Log unit","10.87","Log unit","NCC","","-","","","-","amine (primary)","20.0","?C","-","QUSNBJAOOMFDIB-UHFFFAOYSA"
"NC1CCCCC1","108-91-8","R430226","M8396","-","63","Cyclohexanamine","-","Koerner","Koerner","A3633","-","476","2","10.63","Log unit","10.63","Log unit","NC1CCCCC1","","-","","","-","amine (primary)","23.0","?C","-","PAFZNILMFXTMIY-UHFFFAOYSA"
"NCC1=CC=CC=C1","100-46-9","R430227","M12270","-","63","benzylamine","-","Koerner","Koerner","A3633","-","476","2","9.33","Log unit","9.33","Log unit","NCc1ccccc1","","-","","","-","amine (primary)","25.0","?C","-","WGQKYBSKWIADBV-UHFFFAOYSA"
"BrC1=CN=C2C=CC=CC2=C1","5332-24-1","R430028","M14106","-","267","3-Bromoquinoline","-","Koerner","Koerner","A3633","-","482","9","2.69","Log unit","2.69","Log unit","n1cc(Br)cc2c1cccc2","","-","","","-","quinoline","25.0","?C","-","ZGIKWINFUGEQEO-UHFFFAOYSA"
"ClC1=CC2=C(C=C1)C(Cl)=CC=N2","86-98-6","R430029","M17831","-","268","QUINOLINE, 4,7-DICHLORO-","-","Koerner","Koerner","A3633","-","482","9","2.8","Log unit","2.8","Log unit","n1c2c(c(Cl)cc1)ccc(c2)Cl","","-","","","-","quinoline","25.0","?C","-","HXEWMTXDBOQQKO-UHFFFAOYSA"
"ClC1=CC=CC2=CC=CN=C12","611-33-6","R430030","M10065","-","269","8-Chloroquinoline","-","Koerner","Koerner","A3633","-","482","9","3.12","Log unit","3.12","Log unit","n1c2c(Cl)cccc2ccc1","","-","","","-","quinoline","25.0","?C","-","RUSMDMDNFUYZTM-UHFFFAOYSA"
"FC1=CC=CC2=CC=CN=C12","394-68-3","R430031","M20332","-","270","8-FLUOROQUINOLINE","-","Koerner","Koerner","A3633","-","482","9","3.34","Log unit","3.34","Log unit","n1c2c(F)cccc2ccc1","","-","","","-","quinoline","25.0","?C","-","RNAAXKYOTPSFGV-UHFFFAOYSA"
"ClC1=CC2=C(C=C1)N=CC=C2","612-57-7","R430032","M3289","-","271","6-Chloroquinoline","-","Koerner","Koerner","A3633","-","482","9","3.85","Log unit","3.85","Log unit","n1c2c(cc(Cl)cc2)ccc1","","-","","","-","quinoline","25.0","?C","-","GKJSZXGYFJBYRQ-UHFFFAOYSA"
"BrC1=CC2=NC=CC=C2C=C1","4965-36-0","R430033","M13324","-","272","7-Bromoquinoline","-","Koerner","Koerner","A3633","-","482","9","3.87","Log unit","3.87","Log unit","n1c2cc(Br)ccc2ccc1","","-","","","-","quinoline","25.0","?C","-","XYBSZCUHOLWQQU-UHFFFAOYSA"
"BrC1=CC2=C(C=C1)N=CC=C2","5332-25-2","R430034","M4364","-","273","6-Bromoquinoline","-","Koerner","Koerner","A3633","-","482","9","3.87","Log unit","3.87","Log unit","n1c2c(cc(Br)cc2)ccc1","","-","","","-","quinoline","25.0","?C","-","IFIHYLCUKYCKRH-UHFFFAOYSA"
"CC1=CC2=CC=C(C)N=C2C=C1","877-43-0","R430035","M23897","-","274","2,6-Dimethylquinoline","-","Koerner","Koerner","A3633","-","482","9","6.1","Log unit","6.1","Log unit","n1c2c(cc(cc2)C)ccc1C","","-","","","-","quinoline","25.0","?C","-","JJPSZKIOGBRMHK-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2)C(C)=C1","1198-37-4","R430036","M14391","-","275","2,4-dimethylquinoline","-","Koerner","Koerner","A3633","-","482","9","5.12","Log unit","5.12","Log unit","n1c2c(c(cc1C)C)cccc2","","-","","","-","quinoline","25.0","?C","-","ZTNANFDSJRRZRJ-UHFFFAOYSA"
"OC1=CC2=C(C=CC=C2)N=C1","580-18-7","R430037","M21901","-","276","3-QUINOLINOL","-","Koerner","Koerner","A3633","-","482","9","4.28","Log unit","4.28","Log unit","n1c2c(cc(c1)O)cccc2","","-","","","-","quinoline","20.0","?C","-","IQQDNMHUOLMLNJ-UHFFFAOYSA"
"OC1=CC=CC2=C1N=CC=C2","148-24-3","R430038","M6646","-","277","8-quinolinol","-","Koerner","Koerner","A3633","-","482","9","5.017","Log unit","5.017","Log unit","n1c2c(ccc1)cccc2O","","-","","","-","quinoline","20.0","?C","-","MCJGNVYPOGVAJF-UHFFFAOYSA"
"OC1=CC=C(Cl)C2=C1N=CC=C2","130-16-5","R430039","M19343","-","278","8-QUINOLINOL,5-CHLORO-","-","Koerner","Koerner","A3633","-","482","9","3.56","Log unit","3.56","Log unit","n1c2c(c(Cl)ccc2O)ccc1","","-","","","-","quinoline","25.0","?C","-","CTQMJYWDVABFRZ-UHFFFAOYSA"
"COC1=CC=CC2=C1N=CC=C2","938-33-0","R430040","M14195","-","279","8-Methoxyquinoline","-","Koerner","Koerner","A3633","-","482","9","5.01","Log unit","5.01","Log unit","n1c2c(ccc1)cccc2OC","","-","","","-","quinoline","","-","-","ZLKGGEBOALGXJZ-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2O)C=C1","826-81-3","R430041","M7178","-","280","2-METHYL 8-QUINOLONOL","-","Koerner","Koerner","A3633","-","482","9","5.55","Log unit","5.55","Log unit","n1c2c(ccc1C)cccc2O","","-","","","-","quinoline","","-","-","NBYLBWHHTUWMER-UHFFFAOYSA"
"CC1=CC=NC2=C1C=CC=C2O","3846-73-9","R430042","M8368","-","281","4-Methyl-8-quinolinol","-","Koerner","Koerner","A3633","-","482","9","5.56","Log unit","5.56","Log unit","n1c2c(c(cc1)C)cccc2O","","-","","","-","quinoline","","-","-","OYUKRQOCPFZNHR-UHFFFAOYSA"
"CCCCC[C@@H](C)OC(=O)COC1=CC=C(Cl)C2=C1N=CC=C2","99607-70-2","R430043","M149326","-","282","Cloquintocet-mexyl","-","Koerner","Koerner","A3633","-","482","9","3.75","Log unit","3.75","Log unit","n1c2c(c(Cl)ccc2OCC(=O)OC(CCCCC)C)ccc1","","-","","","-","quinoline","","-","-","COYBRKAVBMYYSF-CYBMUJFWSA"
"CN1C=NC(=C1)[N+]([O-])=O","3034-41-1","R430044","M27745","-","229","1-METHYL-4-NITRO-IH-IMIDAZOLE","-","Koerner","Koerner","A3633","-","481","8","-0.53","Log unit","-0.53","Log unit","n1c([N+](=O)[O-])cn(c1)C","","-","","","-","(benz-) imidazole","20.0","?C","-","HSCOLDQJZRZQMV-UHFFFAOYSA"
"[O-][N+](=O)C1=CNC=N1","3034-38-6","R430045","M12064","-","230","4-Nitroimidazole","-","Koerner","Koerner","A3633","-","481","8","-0.05","Log unit","-0.05","Log unit","n1c([N+](=O)[O-])c[nH]c1","","-","","","-","(benz-) imidazole","20.0","?C","-","VYDWQPKRHOGLPA-UHFFFAOYSA"
"CN1C=NC=C1[N+]([O-])=O","3034-42-2","R430046","M27746","-","231","1-METHYL-5-NITROIMIDAZOLE","-","Koerner","Koerner","A3633","-","481","8","2.13","Log unit","2.13","Log unit","n1cn(c([N+](=O)[O-])c1)C","","-","","","-","(benz-) imidazole","25.0","?C","-","JLZXSFPSJJMRIX-UHFFFAOYSA"
"CC(=O)N1C=CN=C1","2466-76-4","R430047","M26932","-","232","1H-IMIDAZOLE, 1-ACETYL-","-","Koerner","Koerner","A3633","-","481","8","3.6","Log unit","3.6","Log unit","n1cn(cc1)C(=O)C","","-","","","-","(benz-) imidazole","25.0","?C","-","VIHYIVKEECZGOU-UHFFFAOYSA"
