"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","COMMENTS","INCHI_KEY"
"CC(Br)(Br)C(O)=O","-","R932529","M124274","-","-","2,2-DIBROMOPROPANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.48","Log unit","1.48","Log unit","OC(=O)C(Br)(Br)C","1.48","Log unit","0","1.7565","Log unit","","","-","-","QVHNPERSEFABEH-UHFFFAOYSA"
"CC(Cl)(Cl)C(O)=O","-","R932530","M17427","-","-","2,2-DICHLOROPROPANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.06","Log unit","2.06","Log unit","OC(=O)C(Cl)(Cl)C","1.53","Log unit","0","2.6257","Log unit","","","-","-","NDUPDOJHUQKPAG-UHFFFAOYSA"
"CC1(C)OC(=O)CC(=O)O1","-","R932531","M3585","-","-","2,2-Dimethyl-1,3-dioxane-4,6-dione","-","Koerner","charochkina","A3555","12767145","-","-","5.1","Log unit","5.1","Log unit","C1C(=O)OC(OC1=O)(C)C","3.77","Log unit","0","6.121","Log unit","","","-","-","GXHFUVWIGNLZSC-UHFFFAOYSA"
"CC(C)(C(O)=O)C(O)=O","-","R932532","M8180","-","-","2,2-DIMETHYLMALONICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.17","Log unit","3.17","Log unit","OC(=O)C(C(=O)O)(C)C","2.84","Log unit","0","2.4934","Log unit","","","-","-","OREAFAJWWJHCOT-UHFFFAOYSA"
"CCCC(C)(C)C(O)=O","-","R932533","M24798","-","-","2,2-DIMETHYLPENTANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.97","Log unit","4.97","Log unit","OC(=O)C(CCC)(C)C","5.01","Log unit","0","5.0584","Log unit","","","-","-","ZRYCZAWRXHAAPZ-UHFFFAOYSA"
"CC(C)(C)C(O)=O","-","R932534","M4682","-","-","2,2-DIMETHYLPROPANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","5.03","Log unit","5.03","Log unit","OC(=O)C(C)(C)C","5.01","Log unit","0","4.9282","Log unit","","","-","-","IUGYQRQAERSCNH-UHFFFAOYSA"
"CCCC(CCC)(CCC(O)=O)C(O)=O","-","R932535","M124275","-","-","2,2-DIPROPYLGLUTARICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.69","Log unit","3.69","Log unit","OC(=O)C(CCC(=O)O)(CCC)CCC","3.98","Log unit","8","4.3284","Log unit","","","-","-","PFDZREJQYQWPCZ-UHFFFAOYSA"
"CC1=CC=C(O)C(C)=C1C","-","R932536","M13190","-","-","2,3,4-Trimethylphenol","-","Koerner","charochkina","A3555","12767145","-","-","10.59","Log unit","10.59","Log unit","Oc1ccc(C)c(C)c1C","10.52","Log unit","0","10.8111","Log unit","","","-","-","XRUGBBIQLIVCSI-UHFFFAOYSA"
"CC1=CC(C)=C(C)C(C(O)=O)=C1C","-","R932537","M27160","-","-","2,3,5,6-TETRAMETHYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.41","Log unit","3.41","Log unit","OC(=O)c1c(c(cc(c1C)C)C)C","3.47","Log unit","0","3.8349","Log unit","","","-","-","STIDRZRESMTQBD-UHFFFAOYSA"
"OC(=O)[C@@H](Br)CBr","-","R932538","M124276","-","-","2,3-DIBROMOPROPANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.33","Log unit","2.33","Log unit","OC(=O)C(Br)CBr","2.27","Log unit","0","2.2442","Log unit","","","-","-","ZMYAKSMZTVWUJB-REOHCLBHSA"
"OC1=C(Cl)C(Cl)=CC=C1","-","R932539","M11197","-","-","2,3-Dichlorophenol","-","Koerner","charochkina","A3555","12767145","-","-","7.44","Log unit","7.44","Log unit","Oc1c(c(ccc1)Cl)Cl","7.43","Log unit","0","7.355","Log unit","","","-","-","UMPSXRYVXUPCOS-UHFFFAOYSA"
"OC(=O)[C@@H](Cl)CCl","-","R932540","M124277","-","-","2,3-DICHLOROPROPANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.85","Log unit","2.85","Log unit","OC(=O)C(Cl)CCl","2.65","Log unit","0","3.0224","Log unit","","","-","-","GKFWNPPZHDYVLI-REOHCLBHSA"
"CC1=C(C)C(=CC=C1)C(O)=O","-","R932541","M22284","-","-","2,3-DIMETHYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.77","Log unit","3.77","Log unit","OC(=O)c1c(c(ccc1)C)C","3.84","Log unit","0","3.9594","Log unit","","","-","-","RIZUCYSQUWMQLX-UHFFFAOYSA"
"CC1=CC2=C(C=CC=C2)C(C(O)=O)=C1C","-","R932542","M124278","-","-","2,3-DIMETHYLNAPHTHALENE-1-CARBOXYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.33","Log unit","3.33","Log unit","OC(=O)c1c(c(cc2ccccc12)C)C","3.6","Log unit","0","3.5172","Log unit","","","-","-","RBBDPYXZGDGBSL-UHFFFAOYSA"
"CC1=CC=CC(O)=C1C","-","R932543","M9473","-","-","2,3-DIMETHYLPHENOL","-","Koerner","charochkina","A3555","12767145","-","-","10.5","Log unit","10.5","Log unit","Oc1c(c(ccc1)C)C","10.26","Log unit","0","10.4814","Log unit","","","-","-","QWBBPBRQALCEIZ-UHFFFAOYSA"
"OC(=O)C1=CC=CC(=C1N(=O)=O)N(=O)=O","-","R932544","M124279","-","-","2,3-DINITROBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.85","Log unit","1.85","Log unit","OC(=O)c1c(c(ccc1)N(=O)=O)N(=O)=O","1.97","Log unit","0","1.9721","Log unit","","","-","-","HCSBTDBGTNZOAB-UHFFFAOYSA"
"OC1=C(Cl)C=C(Cl)C(Cl)=C1","-","R932545","M6163","-","-","2,4,5-trichlorophenol","-","Koerner","charochkina","A3555","12767145","-","-","7.37","Log unit","7.37","Log unit","Oc1c(Cl)cc(Cl)c(Cl)c1","7.15","Log unit","0","6.8284","Log unit","","","-","-","LHJGJYXLEPZJPM-UHFFFAOYSA"
"CC1=CC(C)=C(C)C=C1O","-","R932546","M20900","-","-","2,4,5-TRIMETHYLPHENOL","-","Koerner","charochkina","A3555","12767145","-","-","10.57","Log unit","10.57","Log unit","Oc1cc(C)c(C)cc1C","10.52","Log unit","0","10.7976","Log unit","","","-","-","VXSCPERJHPWROZ-UHFFFAOYSA"
"OCC1=CC(CO)=C(O)C(CO)=C1","-","R932547","M72083","-","-","2,4,6-TRI(HYDROXYMETHYL)PHENOL","-","Koerner","charochkina","A3555","12767145","-","-","9.56","Log unit","9.56","Log unit","Oc1c(CO)cc(CO)cc1CO","9.61","Log unit","0","10.248","Log unit","","","-","-","LSYXXLMBRSSBGS-UHFFFAOYSA"
"OC(=O)C1=C(Br)C=C(Br)C=C1Br","-","R932548","M23016","-","-","2,4,6-TRIBROMOBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.41","Log unit","1.41","Log unit","OC(=O)c1c(cc(cc1Br)Br)Br","1.36","Log unit","0","2.3849","Log unit","","","-","-","GHVMJSHEGZYRQL-UHFFFAOYSA"
"OC(=O)C1=C(O)C=C(O)C=C1O","-","R932549","M17700","-","-","2,4,6-TRIHYDROXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.68","Log unit","1.68","Log unit","OC(=O)c1c(O)cc(O)cc1O","1.75","Log unit","0","1.829","Log unit","","","-","-","IBHWREHFNDMRPR-UHFFFAOYSA"
"CC1=CC(C)=C(C(O)=O)C(C)=C1","-","R932550","M2555","-","-","2,4,6-TRIMETHYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.45","Log unit","3.45","Log unit","OC(=O)c1c(cc(cc1C)C)C","3.53","Log unit","0","4.0298","Log unit","","","-","-","FFFIRKXTFQCCKJ-UHFFFAOYSA"
"CC1=CC(C)=C(O)C(C)=C1","-","R932551","M945","-","-","2,4,6-Trimethylphenol","-","Koerner","charochkina","A3555","12767145","-","-","10.88","Log unit","10.88","Log unit","Oc1c(C)cc(C)cc1C","10.58","Log unit","0","11.0705","Log unit","","","-","-","BPRYUXCVCCNUFE-UHFFFAOYSA"
"OC(=O)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","R932552","M19332","-","-","2,4,6-TRINITROBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","0.65","Log unit","0.65","Log unit","OC(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O","0.21","Log unit","0","0.2891","Log unit","","","-","-","KAQBNBSMMVTKRN-UHFFFAOYSA"
"OC1=C(Cl)C=C(Cl)C=C1","-","R932553","M3786","-","-","2,4-dichlorophenol","-","Koerner","charochkina","A3555","12767145","-","-","7.85","Log unit","7.85","Log unit","Oc1c(cc(cc1)Cl)Cl","8.0","Log unit","0","7.4404","Log unit","","","-","-","HFZWRUODUSTPEG-UHFFFAOYSA"
"C[C@@H](OC1=CC=C(Cl)C=C1Cl)C(O)=O","-","R932554","M109119","-","-","2,4-DICHLOROPHENOXY-2-METHYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.13","Log unit","3.13","Log unit","OC(=O)C(Oc1c(cc(cc1)Cl)Cl)C","3.06","Log unit","0","2.9483","Log unit","","","-","-","MZHCENGPTKEIGP-RXMQYKEDSA"
"OC(=O)COC1=CC=C(Cl)C=C1Cl","-","R932555","M8292","-","-","2,4-DICHLOROPHENOXYACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.64","Log unit","2.64","Log unit","OC(=O)COc1c(cc(cc1)Cl)Cl","3.04","Log unit","0","2.8104","Log unit","","","-","-","OVSKIKFHRZPJSS-UHFFFAOYSA"
"OC(=O)C1=C(O)C=C(O)C=C1","-","R932556","M11089","-","-","2,4-DIHYDROXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.29","Log unit","3.29","Log unit","OC(=O)c1ccc(cc1O)O","3.18","Log unit","0","3.0995","Log unit","","","-","-","UIAFKZKHHVMJGS-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2O)C(C)=C1","-","R932557","M124280","-","-","2,4-DIMETHYL-8-HYDROXYQUINOLINE","-","Koerner","charochkina","A3555","12767145","-","-","10.6","Log unit","10.6","Log unit","Oc1cccc2c(cc(nc12)C)C","10.44","Log unit","0","9.3804","Log unit","","","-","-","UXFZNPGAWHMSRK-UHFFFAOYSA"
"CC1=CC=C(C(O)=O)C(C)=C1","-","R932558","M22404","-","-","2,4-DIMETHYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.22","Log unit","4.22","Log unit","OC(=O)c1c(cc(cc1)C)C","3.97","Log unit","0","4.1467","Log unit","","","-","-","BKYWPNROPGQIFZ-UHFFFAOYSA"
"CC1=CC(C)=C(O)C=C1","-","R932559","M5873","-","-","2,4-Dimethylphenol","-","Koerner","charochkina","A3555","12767145","-","-","10.58","Log unit","10.58","Log unit","Oc1c(cc(cc1)C)C","10.31","Log unit","0","10.7142","Log unit","","","-","-","KUFFULVDNCHOFZ-UHFFFAOYSA"
"OC(=O)C1=CC=C(C=C1N(=O)=O)N(=O)=O","-","R932560","M22387","-","-","2,4-DINITROBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.43","Log unit","1.43","Log unit","OC(=O)c1c(cc(cc1)N(=O)=O)N(=O)=O","1.83","Log unit","0","1.6934","Log unit","","","-","-","ZIIGSRYPZWDGBT-UHFFFAOYSA"
"OC1=C(C=C(C=C1)N(=O)=O)N(=O)=O","-","R932561","M11008","-","-","2,4-dinitrophenol","-","Koerner","charochkina","A3555","12767145","-","-","4.08","Log unit","4.08","Log unit","Oc1c(cc(cc1)N(=O)=O)N(=O)=O","4.09","Log unit","0","4.0352","Log unit","","","-","-","UFBJCMHMOXMLKC-UHFFFAOYSA"
"OC(=O)CC1=C(C=C(C=C1)N(=O)=O)N(=O)=O","-","R932562","M23122","-","-","2,4-DINITROPHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.5","Log unit","3.5","Log unit","OC(=O)Cc1c(cc(cc1)N(=O)=O)N(=O)=O","3.71","Log unit","0","2.3301","Log unit","","","-","-","KCNISYPADDTFDO-UHFFFAOYSA"
"C\C=C\C=C\C(O)=O","-","R932563","M12582","-","-","2,4-HEXADIENOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.77","Log unit","4.77","Log unit","OC(=O)C=CC=CC","4.32","Log unit","0","5.007","Log unit","","","-","-","WSWCOQWTEOXDQX-MQQKCMAXSA"
"ClC1C(=O)C(=O)C(Cl)C(=O)C1=O","-","R932564","M1018330","-","-","2,5-CICHLORO-3,6-DIHYDROXY-P-BENZOQUINONE","-","Koerner","charochkina","A3555","12767145","-","-","1.09","Log unit","1.09","Log unit","C1(C(=O)C(=O)C(C(=O)C1=O)Cl)Cl","0.69","Log unit","6","2.132","Log unit","","","-","-","ABMZYKRJKSIXJS-UHFFFAOYSA"
"O=C1CC(=O)C(=O)CC1=O","-","R932565","M124282","-","-","2,5-Dihydroxy-p-benzoquinone","-","Koerner","charochkina","A3555","12767145","-","-","2.71","Log unit","2.71","Log unit","C1C(=O)C(=O)CC(=O)C1=O","2.09","Log unit","6","4.1645","Log unit","","","-","-","AFUIDKJBMQWQIO-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(O)=C1","-","R932566","M12697","-","-","2,5-DIHYDROXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.97","Log unit","2.97","Log unit","OC(=O)c1cc(ccc1O)O","2.56","Log unit","0","2.5282","Log unit","","","-","-","WXTMDXOMEHJXQO-UHFFFAOYSA"
"CC1=CC=C(C)C(=C1)C(O)=O","-","R932567","M13358","-","-","2,5-DIMETHYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.99","Log unit","3.99","Log unit","OC(=O)c1c(ccc(c1)C)C","3.84","Log unit","0","3.9545","Log unit","","","-","-","XZRHNAFEYMSXRG-UHFFFAOYSA"
"CC1=CC(O)=C(C)C=C1","-","R932568","M7394","-","-","2,5-Dimethylphenol","-","Koerner","charochkina","A3555","12767145","-","-","10.22","Log unit","10.22","Log unit","Oc1c(ccc(c1)C)C","10.26","Log unit","0","10.4673","Log unit","","","-","-","NKTOLZVEWDHZMU-UHFFFAOYSA"
"OC(=O)C1=CC(=CC=C1N(=O)=O)N(=O)=O","-","R932569","M67168","-","-","2,5-DINITROBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.62","Log unit","1.62","Log unit","OC(=O)c1c(ccc(c1)N(=O)=O)N(=O)=O","1.97","Log unit","0","1.9038","Log unit","","","-","-","YKMDNKRCCODWMG-UHFFFAOYSA"
"OC1=C(C=CC(=C1)N(=O)=O)N(=O)=O","-","R932570","M11411","-","-","2,5-Dinitrophenol","-","Koerner","charochkina","A3555","12767145","-","-","5.22","Log unit","5.22","Log unit","Oc1c(ccc(c1)N(=O)=O)N(=O)=O","5.26","Log unit","0","5.2144","Log unit","","","-","-","UWEZBKLLMKVIPI-UHFFFAOYSA"
"OC1=C(Cl)C=CC=C1Cl","-","R932571","M3968","-","-","2,6-Dichlorophenol","-","Koerner","charochkina","A3555","12767145","-","-","6.78","Log unit","6.78","Log unit","Oc1c(cccc1Cl)Cl","6.78","Log unit","0","6.4759","Log unit","","","-","-","HOLHYSJJBXSLMV-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC=C1O","-","R932572","M218","-","-","2,6-DIHYDROXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.3","Log unit","1.3","Log unit","OC(=O)c1c(cccc1O)O","1.35","Log unit","0","1.5142","Log unit","","","-","-","AKEUNCKRJATALU-UHFFFAOYSA"
"CC1=C(O)C=C(C=C1)[N+]([O-])=O","5428-54-6","R430628","M11188","-","null","2-Methyl-5-nitro-phenol","-","Koerner","Koerner","A3183","-","463","3","8.59","Log unit","8.59","Log unit","Oc1cc([N+](=O)[O-])ccc1C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","UMFDLIXUUJMPSI-UHFFFAOYSA"
"CC1=C(O)C=CC(Cl)=C1","6640-27-3","R430629","M9739","-","null","2-Methyl-4-chlorophenol","-","Koerner","Koerner","A3183","-","463","3","8.74","Log unit","8.74","Log unit","Oc1c(cc(Cl)cc1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","-","RHPUJHQBPORFGV-UHFFFAOYSA"
"OC1=C(Br)C=C(\C=N/OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br","13181-17-4","R430630","M119983","-","null","BROMOFENOXIM","-","Koerner","Koerner","A3183","-","463","3","5.46","Log unit","5.46","Log unit","Oc1c(cc(C=NOc2c([N+](=O)[O-])cc(cc2)[N+](=O)[O-])cc1Br)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","-","XTFNPKDYCLFGPV-SOFYXZRVSA"
"NC(=O)C1=C(O)C=CC=C1","65-45-2","R430631","M10446","-","null","2-hydroxybenzamide","-","Koerner","Koerner","A3183","-","461","2","8.89","Log unit","8.89","Log unit","Oc1c(C(=O)N)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","-","SKZKKFZAGNVIMN-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1","87-17-2","R430632","M12365","-","null","salicylanilide","-","Koerner","Koerner","A3183","-","461","2","7.4","Log unit","7.4","Log unit","Oc1c(C(=O)Nc2ccccc2)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","WKEDVNSFRWHDNR-UHFFFAOYSA"
"COC(=O)C1=C(O)C=CC=C1","119-36-8","R430633","M8234","-","null","methyl salicylate","-","Koerner","Koerner","A3183","-","461","2","9.87","Log unit","9.87","Log unit","Oc1c(C(=O)OC)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","20.0","?C","-","OSWPMRLSEDHDFF-UHFFFAOYSA"
"COC1=C(O)C(C=O)=CC=C1","148-53-8","R430634","M5060","-","null","o-Vanillin","-","Koerner","Koerner","A3183","-","461","2","7.912","Log unit","7.912","Log unit","Oc1c(OC)cccc1C=O","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","JJVNINGBHGBWJH-UHFFFAOYSA"
"OC1=C(Cl)C=C(Cl)C=C1C(=O)NC1=CC=C(Cl)C=C1","1151-51-5","R430635","M24750","-","null","3,5,4'-TRICHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.7","Log unit","4.7","Log unit","Oc1c(Cl)cc(cc1C(=O)Nc1ccc(cc1)Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","USFZGCVGLNMJPL-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=C(Cl)C=CC=C1","1697-18-3","R430636","M25611","-","null","2'-CHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.31","Log unit","7.31","Log unit","Oc1c(C(=O)Nc2c(Cl)cccc2)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","KFIQAGIXMXTUIM-UHFFFAOYSA"
"OC1=C(C=C(C=C1)[N+]([O-])=O)C(=O)NC1=CC=CC=C1","2389-37-9","R430637","M26771","-","null","5-NITRO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","3.03","Log unit","3.03","Log unit","Oc1c(cc([N+](=O)[O-])cc1)C(=O)Nc1ccccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","BZVYEQLTYLFTNH-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=CC=C(Br)C=C1","2627-77-2","R430638","M27202","-","null","4'-BROMO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.31","Log unit","7.31","Log unit","Oc1c(C(=O)Nc2ccc(Br)cc2)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","DKQMTUHJJPFJRL-UHFFFAOYSA"
"OC1=C(C=C(Br)C=C1)C(=O)NC1=CC=C(Cl)C=C1","3679-64-9","R430639","M28535","-","null","4'-CHLORO-5-BROMO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","6.0","Log unit","6.0","Log unit","Oc1c(cc(Br)cc1)C(=O)Nc1ccc(cc1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","QBSGXIBYUQJHMJ-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=CC=C(Cl)C=C1","3679-63-8","R430640","M28534","-","null","4'-CHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.3","Log unit","7.3","Log unit","Oc1c(C(=O)Nc2ccc(Cl)cc2)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","BSNNYLFMWONSIV-UHFFFAOYSA"
"OC1=C(Cl)C=C(Cl)C=C1C(=O)NC1=CC=CC=C1","4214-48-6","R430641","M29112","-","null","3,5-DICHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.7","Log unit","4.7","Log unit","Oc1c(Cl)cc(cc1C(=O)Nc1ccccc1)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","JKHMLEFYWAGOQP-UHFFFAOYSA"
"OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=CC=C1","4638-48-6","R430642","M29569","-","null","5-CHLOROSALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","6.17","Log unit","6.17","Log unit","Oc1c(cc(Cl)cc1)C(=O)Nc1ccccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","KGYNGVVNFRUOOZ-UHFFFAOYSA"
"CC1=C(NC(=O)C2=C(O)C=CC(Cl)=C2)C=CC=C1","25933-30-6","R430643","M36641","-","null","5-CHLORO-2'-METHYL SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","6.6","Log unit","6.6","Log unit","Oc1c(cc(Cl)cc1)C(=O)Nc1c(cccc1)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","OIXYOOKMGLPUNR-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=C(Cl)C=C(Cl)C=C1","37183-28-1","R430644","M38558","-","null","2',4'-DICHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.14","Log unit","7.14","Log unit","Oc1c(C(=O)Nc2c(Cl)cc(cc2)Cl)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","GFUKRQFBTHGSIC-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=C(C=CC=C1)[N+]([O-])=O","37183-26-9","R430645","M38557","-","null","2'-NITRO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","6.91","Log unit","6.91","Log unit","Oc1c(C(=O)Nc2c([N+](=O)[O-])cccc2)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","BOGCXDSQUVFRGC-UHFFFAOYSA"
"OC1=C(C=CC=C1)C(=O)NC1=C(C=C(Cl)C=C1)[N+]([O-])=O","37399-40-9","R430646","M38566","-","null","2'-NITRO-4'-CHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","6.74","Log unit","6.74","Log unit","Oc1c(C(=O)Nc2c([N+](=O)[O-])cc(cc2)Cl)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","DFZYFPQNTOHICU-UHFFFAOYSA"
"CNC(=O)C1=CC(Br)=CC(C)=C1O","40912-87-6","R430647","M39130","-","null","5-BROMO-2-HYDROXY-N,3-DIMETHYL-BENZAMIDE","-","Koerner","Koerner","A3183","-","461","2","7.52","Log unit","7.52","Log unit","Oc1c(cc(Br)cc1C(=O)NC)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","","-","-","FGCDXTDNXMUIEB-UHFFFAOYSA"
"OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=CC=C(F)C=C1","54850-02-1","R430648","M40472","-","null","3,5-DICHLORO-4'-FLUORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.8","Log unit","4.8","Log unit","Oc1c(C(=O)Nc2ccc(F)cc2)cc(cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","FUEZAQZIPYSRKC-UHFFFAOYSA"
"OC1=C(C=C(Br)C=C1Br)C(=O)NC1=C(C=C(Cl)C=C1)[N+]([O-])=O","72699-09-3","R430649","M45288","-","null","3,5-DIBROMO-2'-NITRO-4'-CHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.11","Log unit","4.11","Log unit","Oc1c(C(=O)Nc2c([N+](=O)[O-])cc(cc2)Cl)cc(cc1Br)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","VIESQTHGKZAYOD-UHFFFAOYSA"
"CC1=C(NC(=O)C2=C(O)C=CC=C2)C=CC(Cl)=C1","77067-91-5","R430650","M45557","-","null","2'-METHYL-4'-CHLORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.43","Log unit","7.43","Log unit","Oc1c(C(=O)Nc2c(cc(Cl)cc2)C)cccc1","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","PZPWYCOYPGJHJT-UHFFFAOYSA"
"CC1=C(NC(=O)C2=C(O)C=CC(F)=C2)C=CC(Br)=C1","77068-04-3","R430651","M45559","-","null","5-FLUORO-2'-METHYL-4'-BROMO SALICYANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.1","Log unit","7.1","Log unit","Oc1c(C(=O)Nc2c(cc(Br)cc2)C)cc(cc1)F","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","DLGMGGHSEGBBAE-UHFFFAOYSA"
"CC1=C(NC(=O)C2=C(O)C=CC(F)=C2)C=CC(Cl)=C1","77068-02-1","R430652","M45558","-","null","5-FLUORO-2'-METHYL-4'-CHLORO SALICYANILIDE","-","Koerner","Koerner","A3183","-","461","2","7.3","Log unit","7.3","Log unit","Oc1c(cc(F)cc1)C(=O)Nc1c(cc(cc1)Cl)C","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","QIFURBGMYXUKGA-UHFFFAOYSA"
"OC1=C(Br)C=C(Br)C=C1C(=O)NC1=C(F)C=C(F)C=C1","79402-07-6","R430653","M45664","-","null","3,5-DIBROMO-2',4'-DIFLUORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.77","Log unit","4.77","Log unit","Oc1c(Br)cc(cc1C(=O)Nc1c(cc(cc1)F)F)Br","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","IVSZENLCCRDGHU-UHFFFAOYSA"
"OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=C(F)C=C(F)C=C1","80033-99-4","R430654","M45680","-","null","3,5-DICHLORO-2',4'-DIFLUORO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.77","Log unit","4.77","Log unit","Oc1c(C(=O)Nc2c(F)cc(cc2)F)cc(cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","FPEMTYJQLMEJHY-UHFFFAOYSA"
